User_ID,Gender,Age,Location,Verification,Sexual_orientation,Sexual_polarity,Looking_for,Points_Rank,Last_login,Member_since,Number_of_Comments_in_public_forum,Time_spent_chating_H:M,Number_of_advertisments_posted,Number_of_offline_meetings_attended,Profile_pictures,Friends_ID_list,Risk
28126.0,male,"37,6",C,Non_Verified,Heterosexual,Switch,Nobody,0,before_34_days,7.7.2014,0,0:0,1.0,0.0,0.0,,unknown_risk
28129.0,male,"37,4",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1027_days,7.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28132.0,female,"29,3",C,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1026_days,7.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28134.0,male,"32,9",A,Non_Verified,bisexual,Switch,Men,0,before_1027_days,7.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28137.0,male,47,A,Non_Verified,bicurious,Switch,Women,0,before_852_days,7.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28138.0,male,"37,3",A,Non_Verified,Heterosexual,Dominant,Men_and_Women,0,before_1020_days,7.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28139.0,male,"26,6",C,Non_Verified,bicurious,Switch,Nobody,0,before_1027_days,7.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28140.0,male,"46,3",L,Non_Verified,Heterosexual,Submisive,Nobody,0,before_201_days,7.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28141.0,male,"31,5",B,Non_Verified,Heterosexual,Switch,Women,0,before_254_days,7.7.2014,0,0:3,0.0,0.0,0.0,,unknown_risk
28143.0,male,35,A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_976_days,8.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28144.0,male,"23,7",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_1026_days,8.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28146.0,male,"34,6",K,Non_Verified,Heterosexual,Switch,Nobody,0,before_1026_days,8.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28148.0,male,"24,5",C,Non_Verified,Heterosexual,Switch,Nobody,0,before_1026_days,8.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
2815.0,male,"51,4",G,Non_Verified,Heterosexual,Dominant,Nobody,0,before_2023_days,1.5.2011,0,0:0,1.0,0.0,0.0,,unknown_risk
28156.0,male,"44,7",L,Non_Verified,Heterosexual,Switch,Nobody,0,before_1026_days,8.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28158.0,female,"39,6",B,Non_Verified,bicurious,Submisive,Nobody,0,before_1016_days,8.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28161.0,female,"42,7",F,Non_Verified,bisexual,Switch,Men_and_Women,0,before_1026_days,8.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28162.0,male,"21,5",M,Non_Verified,bicurious,Switch,Nobody,0,before_1026_days,8.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
2817.0,male,"22,7",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_2190_days,1.5.2011,0,0:0,0.0,0.0,0.0,,unknown_risk
28171.0,male,"23,2",C,Non_Verified,Heterosexual,Submisive,Nobody,0,before_552_days,9.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28173.0,male,"51,6",J,Non_Verified,Heterosexual,Switch,Women,0,before_3_days,9.7.2014,0,0:0,1.0,0.0,0.0,,unknown_risk
28174.0,female,"41,5",B,Non_Verified,Heterosexual,Submisive,Men,0,before_889_days,9.7.2014,0,0:52,0.0,0.0,0.0,,unknown_risk
28175.0,male,24,C,Non_Verified,bicurious,Switch,Men_and_Women,0,before_410_days,9.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28176.0,male,"40,5",K,Non_Verified,bicurious,Dominant,Nobody,0,before_1025_days,9.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28177.0,male,"39,9",J,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1025_days,9.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28181.0,female,"33,1",A,Non_Verified,bisexual,Dominant,Men_and_Women,0,before_67_days,9.7.2014,0,0:0,0.0,0.0,0.0,"23178,246",unknown_risk
28183.0,male,"35,2",B,Non_Verified,Heterosexual,Switch,Nobody,0,before_1020_days,9.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28186.0,male,"36,9",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1025_days,9.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
2819.0,male,"46,7",L,Non_Verified,Heterosexual,Switch,Nobody,0,before_2148_days,1.5.2011,0,0:0,0.0,0.0,0.0,,unknown_risk
28190.0,male,"26,4",J,Non_Verified,bicurious,Submisive,Nobody,0,before_1024_days,10.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28191.0,male,"31,6",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_539_days,10.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28192.0,male,"23,9",E,Non_Verified,Heterosexual,Switch,Men_and_Women,0,before_751_days,10.7.2014,0,0:3,0.0,0.0,0.0,,unknown_risk
28194.0,male,"31,4",L,Non_Verified,Heterosexual,Switch,Nobody,0,before_1024_days,10.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28198.0,male,"30,5",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_853_days,10.7.2014,0,0:0,0.0,1.0,0.0,"885,19248,8963",unknown_risk
28200.0,male,"41,9",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1024_days,10.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28206.0,female,"22,8",A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_690_days,10.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28208.0,male,"25,5",C,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1023_days,11.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
2821.0,male,"57,7",S,Non_Verified,bisexual,Dominant,Nobody,0,before_2190_days,1.5.2011,0,0:0,0.0,0.0,0.0,,unknown_risk
28210.0,male,"27,5",H,Non_Verified,bisexual,Submisive,Nobody,0,before_12_days,11.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28214.0,female,"24,3",M,Non_Verified,Heterosexual,Submisive,Men,0,before_105_days,11.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28216.0,male,"37,6",K,Non_Verified,Heterosexual,Dominant,Nobody,0,before_947_days,11.7.2014,0,0:3,0.0,0.0,0.0,,unknown_risk
28217.0,male,35,A,Non_Verified,Heterosexual,Dominant,Nobody_but_maybe,0,before_1023_days,11.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28218.0,male,"42,2",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_964_days,11.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28220.0,male,"26,7",B,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1023_days,11.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28221.0,male,"24,5",A,Non_Verified,bisexual,Dominant,Nobody,0,before_1023_days,11.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28224.0,female,"33,8",K,Non_Verified,Heterosexual,Switch,Nobody,0,before_1023_days,11.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28225.0,male,"25,2",C,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1021_days,11.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28228.0,female,"43,3",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1023_days,11.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28230.0,male,24,A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_881_days,12.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28231.0,female,"26,8",A,Non_Verified,Heterosexual,Submisive,Nobody_but_maybe,0,before_1018_days,12.7.2014,0,0:1,0.0,0.0,0.0,,unknown_risk
28232.0,male,"37,9",E,Non_Verified,Heterosexual,Switch,Nobody,0,before_1022_days,12.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28233.0,male,46,L,Non_Verified,bicurious,Submisive,Nobody,0,before_1022_days,12.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28237.0,female,"25,3",B,Non_Verified,bicurious,Switch,Nobody,0,before_1022_days,12.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28239.0,male,"39,6",J,Non_Verified,Heterosexual,Dominant,Nobody_but_maybe,0,before_35_days,12.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
2824.0,male,51,G,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1738_days,2.5.2011,0,0:3,0.0,0.0,0.0,,unknown_risk
28242.0,female,"21,5",G,Non_Verified,Heterosexual,Submisive,Nobody,0,before_886_days,12.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28245.0,female,"42,2",G,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1012_days,12.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28247.0,female,"30,3",B,Non_Verified,bisexual,Switch,Nobody,0,before_1007_days,12.7.2014,0,0:0,0.0,0.0,0.0,23000,unknown_risk
28250.0,male,24,M,Non_Verified,bisexual,Submisive,Nobody,0,before_1021_days,13.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28253.0,male,"65,5",D,Non_Verified,Heterosexual,Submisive,Women,0,before_1021_days,13.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
2826.0,female,"21,1",A,Non_Verified,bisexual,Submisive,Nobody,0,before_2189_days,2.5.2011,0,0:0,0.0,0.0,0.0,,unknown_risk
28260.0,male,"47,8",D,Non_Verified,bicurious,Switch,Nobody,0,before_1021_days,13.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28262.0,male,23,H,Non_Verified,Heterosexual,Dominant,Nobody,0,before_75_days,13.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28263.0,female,"43,6",A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_897_days,13.7.2014,0,0:34,0.0,0.0,0.0,,unknown_risk
28265.0,male,"40,8",A,Non_Verified,bicurious,Switch,Women,0,before_893_days,13.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28268.0,male,"40,1",G,Non_Verified,Homosexual,Submisive,Nobody,0,before_1021_days,13.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28269.0,male,"41,4",A,Non_Verified,Heterosexual,Submisive,,0,before_377_days,13.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28271.0,female,"33,3",B,Non_Verified,bicurious,Switch,Nobody,0,before_471_days,13.7.2014,0,0:13,0.0,0.0,0.0,,unknown_risk
28275.0,female,"21,6",B,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1021_days,13.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28276.0,male,29,L,Non_Verified,Heterosexual,Switch,Nobody,0,before_1021_days,13.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28277.0,male,"24,2",F,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1020_days,14.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28278.0,male,"35,3",B,Non_Verified,Heterosexual,Dominant,Nobody,0,before_926_days,14.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
2828.0,male,"45,1",D,Non_Verified,Heterosexual,Dominant,Women,0,before_780_days,3.5.2011,0,0:0,1.0,0.0,0.0,,unknown_risk
28280.0,female,"53,8",A,Non_Verified,Heterosexual,Submisive,Men,0,before_934_days,14.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28282.0,male,"38,6",M,Non_Verified,bisexual,Submisive,Nobody,0,before_1020_days,14.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28284.0,male,23,A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1020_days,14.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28286.0,male,"70,4",A,Non_Verified,bisexual,Submisive,Nobody,0,before_1020_days,14.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
2829.0,male,"60,6",G,Non_Verified,Heterosexual,Submisive,Nobody,0,before_2188_days,3.5.2011,0,0:0,0.0,0.0,0.0,,unknown_risk
28292.0,male,"37,6",M,Non_Verified,Heterosexual,Dominant,Nobody,0,before_174_days,14.7.2014,0,1:23,0.0,0.0,0.0,,unknown_risk
28297.0,male,"41,4",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_1020_days,14.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28300.0,male,"25,3",J,Non_Verified,bicurious,Submisive,Men_and_Women,0,before_1013_days,14.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28302.0,male,33,G,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1020_days,14.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28305.0,male,"61,5",B,Non_Verified,Heterosexual,Switch,Nobody,0,before_527_days,14.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28308.0,male,"25,9",O,Non_Verified,Heterosexual,Dominant,Nobody,0,before_129_days,15.7.2014,0,0:0,1.0,0.0,0.0,,unknown_risk
28309.0,male,"37,1",K,Non_Verified,bicurious,Dominant,Nobody,0,before_653_days,15.7.2014,1,0:55,1.0,0.0,0.0,8498,unknown_risk
2831.0,male,"57,7",A,Non_Verified,Homosexual,Switch,Nobody,0,before_2027_days,3.5.2011,0,0:0,0.0,0.0,0.0,,unknown_risk
28314.0,male,"29,9",B,Non_Verified,bisexual,Submisive,Nobody,0,before_1019_days,15.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28317.0,male,"30,7",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1_days,15.7.2014,0,117:43,0.0,0.0,0.0,"32022,3399",unknown_risk
28318.0,male,"28,5",B,Non_Verified,bicurious,Submisive,Nobody,0,before_39_days,15.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
2832.0,male,40,A,Non_Verified,Heterosexual,Switch,Nobody,0,before_2087_days,3.5.2011,0,0:0,0.0,0.0,0.0,,unknown_risk
28322.0,male,"41,3",K,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1019_days,15.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28326.0,male,"28,8",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_1019_days,15.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28327.0,male,"31,7",G,Non_Verified,Heterosexual,Switch,Nobody,0,before_270_days,15.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28329.0,male,"34,9",C,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1019_days,15.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28332.0,male,"24,7",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_961_days,16.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28335.0,male,"30,3",B,Non_Verified,Heterosexual,Dominant,Women,0,before_998_days,16.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28336.0,male,"40,3",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_3_days,16.7.2014,0,0:28,0.0,0.0,0.0,,unknown_risk
28338.0,male,37,A,Non_Verified,Heterosexual,Switch,Nobody,0,before_1018_days,16.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
2834.0,male,"32,8",S,Non_Verified,bisexual,Dominant,Nobody,0,before_2188_days,3.5.2011,0,0:0,0.0,0.0,0.0,,unknown_risk
28341.0,male,"35,4",C,Non_Verified,Heterosexual,Switch,Nobody,0,before_1016_days,16.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28344.0,male,"34,5",A,Non_Verified,bisexual,Switch,Nobody_but_maybe,0,before_283_days,16.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28345.0,male,"46,4",B,Non_Verified,Heterosexual,Submisive,,0,before_1_days,16.7.2014,0,0:40,0.0,0.0,0.0,28824,unknown_risk
28346.0,male,"27,2",A,Non_Verified,Heterosexual,Dominant,Women,0,before_425_days,16.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28347.0,male,"27,6",M,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1018_days,16.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28350.0,female,"41,3",H,Non_Verified,Heterosexual,Switch,Nobody,0,before_23_days,16.7.2014,0,187:4,0.0,0.0,0.0,"25074,43427,36316,16604,26545,26663,17449,40058,17125,16420,38305,35016,7624",unknown_risk
28352.0,male,"29,8",E,Non_Verified,Heterosexual,Submisive,Nobody,0,before_2_days,16.7.2014,2,0:0,0.0,0.0,0.0,,unknown_risk
28356.0,male,"36,9",B,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1017_days,17.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
2836.0,female,"24,3",B,Non_Verified,Heterosexual,Submisive,Nobody,0,before_524_days,3.5.2011,0,0:4,0.0,0.0,0.0,,unknown_risk
28361.0,male,"29,9",G,Non_Verified,Heterosexual,Submisive,Nobody,0,before_994_days,17.7.2014,0,0:2,0.0,0.0,0.0,,unknown_risk
28362.0,male,41,B,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1017_days,17.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28364.0,male,"32,7",E,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1006_days,17.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28366.0,male,"25,8",G,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1013_days,17.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28369.0,male,"27,5",K,Non_Verified,bisexual,Switch,Nobody,0,before_1016_days,17.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
2837.0,male,"32,9",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_2188_days,3.5.2011,0,0:0,0.0,0.0,0.0,,unknown_risk
28371.0,male,"34,3",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_669_days,17.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28372.0,male,"46,2",G,Non_Verified,bicurious,Submisive,Nobody,0,before_531_days,17.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28375.0,male,"34,1",B,Non_Verified,Heterosexual,Dominant,Women,0,before_30_days,17.7.2014,0,2:45,1.0,0.0,0.0,20332,unknown_risk
28376.0,female,"30,6",A,Non_Verified,bisexual,Submisive,Nobody,0,before_1017_days,17.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28381.0,male,"33,1",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_1008_days,18.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28385.0,female,"33,3",L,Non_Verified,bicurious,Submisive,Nobody,0,before_1016_days,18.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
2839.0,male,"41,8",G,Non_Verified,Heterosexual,Dominant,Nobody,0,before_739_days,4.5.2011,0,0:0,0.0,0.0,0.0,,unknown_risk
28390.0,male,"36,4",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1012_days,18.7.2014,0,0:0,1.0,0.0,0.0,,unknown_risk
28391.0,male,"31,5",B,Non_Verified,Heterosexual,Dominant,Nobody,0,before_194_days,18.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28393.0,male,"35,4",H,Non_Verified,bisexual,Submisive,Nobody,0,before_1016_days,18.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28395.0,female,"36,3",B,Non_Verified,bisexual,Switch,Nobody,0,before_1016_days,18.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28397.0,male,"48,4",G,Non_Verified,Heterosexual,Dominant,Women,0,before_871_days,18.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28398.0,male,"42,4",J,Non_Verified,Heterosexual,Dominant,Women,0,before_463_days,18.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28399.0,male,"47,4",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_1016_days,18.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
2840.0,male,"43,2",G,Non_Verified,Heterosexual,Dominant,Nobody,0,before_2178_days,4.5.2011,0,0:0,1.0,0.0,0.0,,unknown_risk
28400.0,female,"29,1",A,Non_Verified,bicurious,Submisive,Nobody,0,before_988_days,19.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28401.0,male,"37,1",L,Non_Verified,Heterosexual,Dominant,Nobody,0,before_994_days,19.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28406.0,male,"49,9",C,Non_Verified,Heterosexual,Dominant,Nobody,0,before_39_days,19.7.2014,0,21:30,0.0,0.0,0.0,,unknown_risk
28408.0,male,"28,6",B,Non_Verified,bicurious,Submisive,Nobody,0,before_1015_days,19.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28409.0,male,"45,6",A,Non_Verified,Heterosexual,Dominant,Nobody_but_maybe,0,before_710_days,19.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
2841.0,male,"36,5",S,Non_Verified,bisexual,Switch,Nobody,0,before_2185_days,5.5.2011,0,0:0,1.0,0.0,0.0,,unknown_risk
28412.0,male,"46,7",E,Non_Verified,bicurious,Submisive,Nobody,0,before_1015_days,19.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28416.0,female,"20,9",A,Non_Verified,bicurious,Submisive,Nobody,0,before_970_days,19.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28417.0,male,"46,4",O,Non_Verified,Heterosexual,Dominant,Nobody,0,before_117_days,19.7.2014,0,0:6,0.0,0.0,0.0,,unknown_risk
2842.0,female,"59,5",O,Non_Verified,Homosexual,Submisive,Nobody,0,before_2186_days,5.5.2011,0,0:0,0.0,0.0,0.0,,unknown_risk
28420.0,male,"45,1",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_1015_days,19.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28422.0,male,"39,2",A,Non_Verified,Heterosexual,Switch,Women,0,before_590_days,19.7.2014,0,2:38,2.0,0.0,0.0,,unknown_risk
28427.0,male,"38,7",C,Non_Verified,bisexual,Submisive,Nobody,0,before_1014_days,20.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28430.0,male,"42,3",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1014_days,20.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28431.0,male,"50,2",M,Non_Verified,Heterosexual,Switch,Nobody,0,before_1013_days,20.7.2014,0,0:1,0.0,0.0,0.0,,unknown_risk
28433.0,male,"22,2",A,Non_Verified,Homosexual,Dominant,Nobody,0,before_1013_days,20.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28439.0,male,"24,2",J,Non_Verified,Heterosexual,Switch,Nobody,0,before_600_days,20.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
2844.0,male,"33,9",O,Non_Verified,Heterosexual,Switch,Nobody,0,before_2112_days,6.5.2011,0,0:0,1.0,0.0,0.0,,unknown_risk
28444.0,male,"40,4",B,Non_Verified,bicurious,Dominant,Nobody,0,before_1006_days,20.7.2014,0,0:1,0.0,0.0,0.0,,unknown_risk
28445.0,male,"42,2",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1014_days,20.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28449.0,male,"43,2",L,Non_Verified,Heterosexual,Dominant,Women,0,before_1014_days,20.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28454.0,male,"28,5",J,Non_Verified,Heterosexual,Dominant,Nobody,0,before_9_days,21.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28457.0,male,"31,3",A,Non_Verified,bicurious,Submisive,Nobody,0,before_1013_days,21.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28459.0,female,39,A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1013_days,21.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28462.0,male,"30,2",B,Non_Verified,Heterosexual,Dominant,Nobody,0,before_801_days,21.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28465.0,male,"38,5",A,Non_Verified,bicurious,Switch,Nobody,0,before_1013_days,21.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28468.0,male,"30,3",A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_3_days,21.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28469.0,male,"33,7",E,Non_Verified,bicurious,Switch,Nobody,0,before_5_days,21.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28470.0,male,"42,9",J,Non_Verified,Heterosexual,Switch,Nobody,0,before_1_days,21.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28471.0,male,"31,5",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_963_days,21.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28473.0,male,"35,5",L,Non_Verified,Heterosexual,Switch,Women,0,before_360_days,21.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28474.0,female,47,G,Non_Verified,Heterosexual,Switch,Nobody,0,before_941_days,21.7.2014,0,0:2,0.0,0.0,0.0,,unknown_risk
28478.0,male,"34,9",J,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1012_days,22.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28486.0,male,"46,3",A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_655_days,22.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28488.0,male,"56,7",K,Non_Verified,Heterosexual,Submisive,Nobody,0,before_81_days,22.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28489.0,female,"44,5",A,Non_Verified,bisexual,Dominant,Nobody,0,before_950_days,22.7.2014,0,0:7,1.0,0.0,0.0,,unknown_risk
2849.0,male,"40,6",B,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1069_days,8.5.2011,0,0:0,0.0,0.0,0.0,,unknown_risk
28494.0,female,"33,2",N,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1012_days,22.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28495.0,male,"30,9",A,Non_Verified,Homosexual,Switch,Nobody,0,before_1012_days,22.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28496.0,male,"45,8",C,Non_Verified,Heterosexual,Switch,Nobody,0,before_1012_days,22.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28503.0,female,"40,5",A,Non_Verified,bicurious,Dominant,Women,0,before_920_days,23.7.2014,1,0:0,0.0,0.0,0.0,,unknown_risk
28504.0,male,"37,1",A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1011_days,23.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28513.0,female,"24,5",D,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1011_days,23.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28515.0,male,"38,3",A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1004_days,23.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28517.0,male,"31,7",B,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1011_days,23.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
28518.0,male,"33,6",O,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1011_days,23.7.2014,0,0:0,0.0,0.0,0.0,,unknown_risk
